"Cell_Index","UMIs_human","UMIs_mouse","Labels"
"7273_Cell_Index329426",3824,10254,"mainly_mouse"
"7273_Cell_Index329811",2423,5867,"mainly_mouse"
"7273_Cell_Index330010",0,1976,"unique_mouse"
"7273_Cell_Index330020",1021,2418,"mainly_mouse"
"7273_Cell_Index33011",4822,2151,"mainly_human"
"7273_Cell_Index330283",975,0,"unique_human"
"7273_Cell_Index330649",0,1826,"unique_mouse"
"7273_Cell_Index330755",0,1295,"unique_mouse"
"7273_Cell_Index330764",649,1952,"mainly_mouse"
"7273_Cell_Index330962",2196,5950,"mainly_mouse"
"7273_Cell_Index331009",1115,3224,"mainly_mouse"
"7273_Cell_Index331081",4353,7301,"mainly_mouse"
"7273_Cell_Index33117",0,3772,"unique_mouse"
"7273_Cell_Index331246",1932,5685,"mainly_mouse"
"7273_Cell_Index331384",2251,5629,"mainly_mouse"
"7273_Cell_Index331451",1359,4244,"mainly_mouse"
"7273_Cell_Index331507",780,0,"unique_human"
"7273_Cell_Index331563",2192,5620,"mainly_mouse"
"7273_Cell_Index331724",0,3612,"unique_mouse"
"7273_Cell_Index331891",923,2335,"mainly_mouse"
"7273_Cell_Index331941",709,0,"unique_human"
"7273_Cell_Index332064",1166,3274,"mainly_mouse"
"7273_Cell_Index332173",4306,10051,"mainly_mouse"
"7273_Cell_Index332269",0,1664,"unique_mouse"
"7273_Cell_Index3323",0,3938,"unique_mouse"
"7273_Cell_Index332360",2450,6357,"mainly_mouse"
"7273_Cell_Index332498",2399,5471,"mainly_mouse"
"7273_Cell_Index332518",515,0,"unique_human"
"7273_Cell_Index332574",953,2425,"mainly_mouse"
"7273_Cell_Index332687",0,5357,"unique_mouse"
"7273_Cell_Index332757",0,5294,"unique_mouse"
"7273_Cell_Index33298",2480,5869,"mainly_mouse"
"7273_Cell_Index333224",1199,3224,"mainly_mouse"
"7273_Cell_Index33364",1346,0,"unique_human"
"7273_Cell_Index33376",0,2249,"unique_mouse"
"7273_Cell_Index333915",656,1898,"mainly_mouse"
"7273_Cell_Index334032",0,4301,"unique_mouse"
"7273_Cell_Index33405",938,0,"unique_human"
"7273_Cell_Index334276",0,3241,"unique_mouse"
"7273_Cell_Index334432",0,924,"unique_mouse"
"7273_Cell_Index334670",6999,2613,"mainly_human"
"7273_Cell_Index334749",1519,4051,"mainly_mouse"
"7273_Cell_Index334937",546,0,"unique_human"
"7273_Cell_Index335000",0,1443,"unique_mouse"
"7273_Cell_Index335006",0,6657,"unique_mouse"
"7273_Cell_Index335293",768,0,"unique_human"
"7273_Cell_Index335341",3011,8201,"mainly_mouse"
"7273_Cell_Index33538",1872,5121,"mainly_mouse"
"7273_Cell_Index335428",2276,0,"unique_human"
"7273_Cell_Index335486",616,1552,"mainly_mouse"
"7273_Cell_Index335625",3705,9683,"mainly_mouse"
"7273_Cell_Index335648",2309,5528,"mainly_mouse"
"7273_Cell_Index33565",0,4118,"unique_mouse"
"7273_Cell_Index335773",1334,0,"unique_human"
"7273_Cell_Index3359",0,1212,"unique_mouse"
"7273_Cell_Index335982",0,3677,"unique_mouse"
"7273_Cell_Index33606",0,4821,"unique_mouse"
"7273_Cell_Index336129",1395,3540,"mainly_mouse"
"7273_Cell_Index336154",700,1649,"mainly_mouse"
"7273_Cell_Index336311",637,1836,"mainly_mouse"
"7273_Cell_Index336318",1513,3897,"mainly_mouse"
"7273_Cell_Index336498",0,4231,"unique_mouse"
"7273_Cell_Index336536",1747,4779,"mainly_mouse"
"7273_Cell_Index336565",1092,0,"unique_human"
"7273_Cell_Index336570",0,3839,"unique_mouse"
"7273_Cell_Index336625",990,2231,"mainly_mouse"
"7273_Cell_Index336652",1686,4097,"mainly_mouse"
"7273_Cell_Index336659",1562,4090,"mainly_mouse"
"7273_Cell_Index336698",2485,6225,"mainly_mouse"
"7273_Cell_Index33683",610,1499,"mainly_mouse"
"7273_Cell_Index336848",1330,3587,"mainly_mouse"
"7273_Cell_Index336910",772,1729,"mainly_mouse"
"7273_Cell_Index336954",2420,5848,"mainly_mouse"
"7273_Cell_Index337128",1392,4031,"mainly_mouse"
"7273_Cell_Index337177",812,1817,"mainly_mouse"
"7273_Cell_Index33748",0,4397,"unique_mouse"
"7273_Cell_Index337614",1538,3590,"mainly_mouse"
"7273_Cell_Index337712",1115,2598,"mainly_mouse"
"7273_Cell_Index337971",0,4568,"unique_mouse"
"7273_Cell_Index338004",0,5023,"unique_mouse"
"7273_Cell_Index338077",0,2242,"unique_mouse"
"7273_Cell_Index338090",1637,4103,"mainly_mouse"
"7273_Cell_Index338248",1253,2633,"mainly_mouse"
"7273_Cell_Index338397",1429,3555,"mainly_mouse"
"7273_Cell_Index338558",677,0,"unique_human"
"7273_Cell_Index338603",972,0,"unique_human"
"7273_Cell_Index338693",3242,7702,"mainly_mouse"
"7273_Cell_Index338759",768,2235,"mainly_mouse"
"7273_Cell_Index33876",986,0,"unique_human"
"7273_Cell_Index338771",2345,6044,"mainly_mouse"
"7273_Cell_Index338823",2124,5408,"mainly_mouse"
"7273_Cell_Index338920",1577,0,"unique_human"
"7273_Cell_Index339048",1515,3967,"mainly_mouse"
"7273_Cell_Index339104",1004,2659,"mainly_mouse"
"7273_Cell_Index339332",1218,3166,"mainly_mouse"
"7273_Cell_Index339455",721,0,"unique_human"
"7273_Cell_Index339529",691,1458,"mainly_mouse"
"7273_Cell_Index339846",784,1943,"mainly_mouse"
"7273_Cell_Index340055",0,2903,"unique_mouse"
"7273_Cell_Index340193",722,1849,"mainly_mouse"
"7273_Cell_Index340216",2886,7725,"mainly_mouse"
"7273_Cell_Index340336",0,10729,"unique_mouse"
"7273_Cell_Index340372",587,1485,"mainly_mouse"
"7273_Cell_Index340427",0,6592,"unique_mouse"
"7273_Cell_Index340541",1325,3919,"mainly_mouse"
"7273_Cell_Index340592",6151,3056,"mainly_human"
"7273_Cell_Index340628",2224,5680,"mainly_mouse"
"7273_Cell_Index34067",0,5910,"unique_mouse"
"7273_Cell_Index341113",2995,7270,"mainly_mouse"
"7273_Cell_Index34113",1453,3837,"mainly_mouse"
"7273_Cell_Index34123",1581,4226,"mainly_mouse"
"7273_Cell_Index341478",4011,9367,"mainly_mouse"
"7273_Cell_Index341485",709,1995,"mainly_mouse"
"7273_Cell_Index341556",2073,5245,"mainly_mouse"
"7273_Cell_Index341615",0,3324,"unique_mouse"
"7273_Cell_Index341638",0,6557,"unique_mouse"
"7273_Cell_Index341802",1039,0,"unique_human"
"7273_Cell_Index341844",1689,0,"unique_human"
"7273_Cell_Index341891",832,2307,"mainly_mouse"
"7273_Cell_Index342154",738,1754,"mainly_mouse"
"7273_Cell_Index342198",621,0,"unique_human"
"7273_Cell_Index343245",1872,4451,"mainly_mouse"
"7273_Cell_Index343550",4986,12126,"mainly_mouse"
"7273_Cell_Index343597",1283,3591,"mainly_mouse"
"7273_Cell_Index343680",0,3144,"unique_mouse"
"7273_Cell_Index343700",0,3097,"unique_mouse"
"7273_Cell_Index344069",11986,5153,"mainly_human"
"7273_Cell_Index344134",0,3293,"unique_mouse"
"7273_Cell_Index344174",1233,3170,"mainly_mouse"
"7273_Cell_Index344300",0,4311,"unique_mouse"
"7273_Cell_Index344362",662,0,"unique_human"
"7273_Cell_Index344409",0,1941,"unique_mouse"
"7273_Cell_Index344558",2121,5621,"mainly_mouse"
"7273_Cell_Index34468",1080,0,"unique_human"
"7273_Cell_Index344774",1647,4145,"mainly_mouse"
"7273_Cell_Index344794",951,0,"unique_human"
"7273_Cell_Index344886",734,1871,"mainly_mouse"
"7273_Cell_Index345025",3245,7797,"mainly_mouse"
"7273_Cell_Index345157",928,2209,"mainly_mouse"
"7273_Cell_Index345203",0,7387,"unique_mouse"
"7273_Cell_Index345410",754,1898,"mainly_mouse"
"7273_Cell_Index345543",0,3836,"unique_mouse"
"7273_Cell_Index345608",2233,5173,"mainly_mouse"
"7273_Cell_Index345648",4788,10700,"mainly_mouse"
"7273_Cell_Index345706",1714,4120,"mainly_mouse"
"7273_Cell_Index345723",0,3692,"unique_mouse"
"7273_Cell_Index345800",2880,6741,"mainly_mouse"
"7273_Cell_Index346098",0,3826,"unique_mouse"
"7273_Cell_Index346647",0,4768,"unique_mouse"
"7273_Cell_Index346654",711,1815,"mainly_mouse"
"7273_Cell_Index346970",1522,0,"unique_human"
"7273_Cell_Index346977",637,1464,"mainly_mouse"
"7273_Cell_Index347299",973,2376,"mainly_mouse"
"7273_Cell_Index34731",0,6879,"unique_mouse"
"7273_Cell_Index347348",595,1718,"mainly_mouse"
"7273_Cell_Index347392",0,1521,"unique_mouse"
"7273_Cell_Index347449",1719,5003,"mainly_mouse"
"7273_Cell_Index347459",850,0,"unique_human"
"7273_Cell_Index347643",2220,4297,"mainly_mouse"
"7273_Cell_Index347739",2234,0,"unique_human"
"7273_Cell_Index347860",944,2415,"mainly_mouse"
"7273_Cell_Index347966",0,6130,"unique_mouse"
"7273_Cell_Index348154",1311,3436,"mainly_mouse"
"7273_Cell_Index348197",0,3181,"unique_mouse"
"7273_Cell_Index348250",1583,0,"unique_human"
"7273_Cell_Index348374",1561,3831,"mainly_mouse"
"7273_Cell_Index348393",1536,4322,"mainly_mouse"
"7273_Cell_Index348548",580,0,"unique_human"
"7273_Cell_Index348558",1900,5116,"mainly_mouse"
"7273_Cell_Index348719",3523,8691,"mainly_mouse"
"7273_Cell_Index348785",1351,3219,"mainly_mouse"
"7273_Cell_Index348810",1008,0,"unique_human"
"7273_Cell_Index348819",1543,3792,"mainly_mouse"
"7273_Cell_Index348962",0,3194,"unique_mouse"
"7273_Cell_Index349026",555,1455,"mainly_mouse"
"7273_Cell_Index3492",736,0,"unique_human"
"7273_Cell_Index349601",1670,3919,"mainly_mouse"
"7273_Cell_Index349728",1100,2671,"mainly_mouse"
"7273_Cell_Index349755",1472,3964,"mainly_mouse"
"7273_Cell_Index349803",0,2389,"unique_mouse"
"7273_Cell_Index349875",579,1615,"mainly_mouse"
"7273_Cell_Index349876",1500,4455,"mainly_mouse"
"7273_Cell_Index35022",0,2954,"unique_mouse"
"7273_Cell_Index350325",3327,7954,"mainly_mouse"
"7273_Cell_Index350609",2093,5121,"mainly_mouse"
"7273_Cell_Index350727",2576,1204,"mainly_human"
"7273_Cell_Index35080",1442,3625,"mainly_mouse"
"7273_Cell_Index351121",0,1053,"unique_mouse"
"7273_Cell_Index351178",3912,8719,"mainly_mouse"
"7273_Cell_Index35121",1707,3522,"mainly_mouse"
"7273_Cell_Index35137",0,1965,"unique_mouse"
"7273_Cell_Index351444",4656,11355,"mainly_mouse"
"7273_Cell_Index35145",2046,4544,"mainly_mouse"
"7273_Cell_Index351774",4147,9437,"mainly_mouse"
"7273_Cell_Index352533",527,0,"unique_human"
"7273_Cell_Index352615",0,2895,"unique_mouse"
"7273_Cell_Index352753",1825,3775,"mainly_mouse"
"7273_Cell_Index353002",824,1682,"mainly_mouse"
"7273_Cell_Index353042",2237,5976,"mainly_mouse"
"7273_Cell_Index353106",1478,3813,"mainly_mouse"
"7273_Cell_Index353187",1637,0,"unique_human"
"7273_Cell_Index353392",1913,5022,"mainly_mouse"
"7273_Cell_Index353445",0,3114,"unique_mouse"
"7273_Cell_Index353524",0,6090,"unique_mouse"
"7273_Cell_Index353574",1831,4594,"mainly_mouse"
"7273_Cell_Index353589",1938,5658,"mainly_mouse"
"7273_Cell_Index353980",0,1875,"unique_mouse"
"7273_Cell_Index354227",2235,5039,"mainly_mouse"
"7273_Cell_Index354315",2043,0,"unique_human"
"7273_Cell_Index354366",1586,4033,"mainly_mouse"
"7273_Cell_Index354550",1048,2680,"mainly_mouse"
"7273_Cell_Index354703",0,977,"unique_mouse"
"7273_Cell_Index354777",902,2604,"mainly_mouse"
"7273_Cell_Index354908",1660,4844,"mainly_mouse"
"7273_Cell_Index355047",0,4485,"unique_mouse"
"7273_Cell_Index355331",650,0,"unique_human"
"7273_Cell_Index355771",633,1828,"mainly_mouse"
"7273_Cell_Index355851",1237,2872,"mainly_mouse"
"7273_Cell_Index355868",0,6829,"unique_mouse"
"7273_Cell_Index356007",2190,5501,"mainly_mouse"
"7273_Cell_Index356052",581,0,"unique_human"
"7273_Cell_Index356278",0,2253,"unique_mouse"
"7273_Cell_Index356309",1266,3446,"mainly_mouse"
"7273_Cell_Index356416",878,0,"unique_human"
"7273_Cell_Index357036",2144,6249,"mainly_mouse"
"7273_Cell_Index357066",3757,9272,"mainly_mouse"
"7273_Cell_Index357086",3425,8256,"mainly_mouse"
"7273_Cell_Index357264",2441,6313,"mainly_mouse"
"7273_Cell_Index357410",4639,11125,"mainly_mouse"
"7273_Cell_Index357533",0,1974,"unique_mouse"
"7273_Cell_Index357769",815,2101,"mainly_mouse"
"7273_Cell_Index358226",1367,3012,"mainly_mouse"
"7273_Cell_Index358493",0,3141,"unique_mouse"
"7273_Cell_Index358754",2356,6101,"mainly_mouse"
"7273_Cell_Index358884",0,2598,"unique_mouse"
"7273_Cell_Index359021",0,4080,"unique_mouse"
"7273_Cell_Index359368",874,0,"unique_human"
"7273_Cell_Index35939",0,2307,"unique_mouse"
"7273_Cell_Index359409",2072,5205,"mainly_mouse"
"7273_Cell_Index359531",692,0,"unique_human"
"7273_Cell_Index359612",0,1344,"unique_mouse"
"7273_Cell_Index359784",0,1265,"unique_mouse"
"7273_Cell_Index359802",0,3207,"unique_mouse"
"7273_Cell_Index359811",2492,6534,"mainly_mouse"
"7273_Cell_Index35985",0,2531,"unique_mouse"
"7273_Cell_Index360358",674,1631,"mainly_mouse"
"7273_Cell_Index360596",1154,0,"unique_human"
"7273_Cell_Index360972",1909,4450,"mainly_mouse"
"7273_Cell_Index361101",873,2296,"mainly_mouse"
"7273_Cell_Index361171",905,2585,"mainly_mouse"
"7273_Cell_Index3615",1224,2841,"mainly_mouse"
"7273_Cell_Index361515",1595,0,"unique_human"
"7273_Cell_Index36153",0,3958,"unique_mouse"
"7273_Cell_Index361556",1921,5755,"mainly_mouse"
"7273_Cell_Index361577",4548,8905,"mainly_mouse"
"7273_Cell_Index36160",0,2389,"unique_mouse"
"7273_Cell_Index361605",1132,2860,"mainly_mouse"
"7273_Cell_Index361668",1277,3539,"mainly_mouse"
"7273_Cell_Index361896",0,3383,"unique_mouse"
"7273_Cell_Index361909",1037,0,"unique_human"
"7273_Cell_Index361911",1620,4458,"mainly_mouse"
"7273_Cell_Index362050",1310,3720,"mainly_mouse"
"7273_Cell_Index362313",918,0,"unique_human"
"7273_Cell_Index362382",1369,0,"unique_human"
"7273_Cell_Index362471",0,1830,"unique_mouse"
"7273_Cell_Index362503",1040,2562,"mainly_mouse"
"7273_Cell_Index362546",3327,8474,"mainly_mouse"
"7273_Cell_Index362582",1138,2685,"mainly_mouse"
"7273_Cell_Index362691",9318,4379,"mainly_human"
"7273_Cell_Index363013",1032,2465,"mainly_mouse"
"7273_Cell_Index363204",1970,5442,"mainly_mouse"
"7273_Cell_Index363207",1291,1992,"mainly_mouse"
"7273_Cell_Index363310",0,2121,"unique_mouse"
"7273_Cell_Index36363",0,3002,"unique_mouse"
"7273_Cell_Index363733",0,3175,"unique_mouse"
"7273_Cell_Index363935",1068,3217,"mainly_mouse"
"7273_Cell_Index364152",2505,6399,"mainly_mouse"
"7273_Cell_Index364453",0,3590,"unique_mouse"
"7273_Cell_Index36481",658,0,"unique_human"
"7273_Cell_Index364918",1243,3346,"mainly_mouse"
"7273_Cell_Index36504",0,1101,"unique_mouse"
"7273_Cell_Index365345",631,1604,"mainly_mouse"
"7273_Cell_Index365469",0,1836,"unique_mouse"
"7273_Cell_Index36553",0,4649,"unique_mouse"
"7273_Cell_Index365538",4922,12066,"mainly_mouse"
"7273_Cell_Index365641",2226,5561,"mainly_mouse"
"7273_Cell_Index365692",0,3282,"unique_mouse"
"7273_Cell_Index365955",2715,6599,"mainly_mouse"
"7273_Cell_Index365991",1676,4553,"mainly_mouse"
"7273_Cell_Index366082",861,2607,"mainly_mouse"
"7273_Cell_Index366349",6858,13661,"mainly_mouse"
"7273_Cell_Index366721",1043,2884,"mainly_mouse"
"7273_Cell_Index366765",1204,3505,"mainly_mouse"
"7273_Cell_Index366842",1417,0,"unique_human"
"7273_Cell_Index366904",1143,3317,"mainly_mouse"
"7273_Cell_Index367543",813,2131,"mainly_mouse"
"7273_Cell_Index367635",3028,7054,"mainly_mouse"
"7273_Cell_Index36769",0,4109,"unique_mouse"
"7273_Cell_Index367690",1671,4659,"mainly_mouse"
"7273_Cell_Index367852",949,2372,"mainly_mouse"
"7273_Cell_Index367962",4452,9210,"mainly_mouse"
"7273_Cell_Index368111",0,1664,"unique_mouse"
"7273_Cell_Index368227",0,2678,"unique_mouse"
"7273_Cell_Index368250",0,3231,"unique_mouse"
"7273_Cell_Index368255",0,5303,"unique_mouse"
"7273_Cell_Index368535",595,1717,"mainly_mouse"
"7273_Cell_Index368579",1355,2951,"mainly_mouse"
"7273_Cell_Index369009",2256,5844,"mainly_mouse"
"7273_Cell_Index369356",0,2522,"unique_mouse"
"7273_Cell_Index369543",1080,2820,"mainly_mouse"
"7273_Cell_Index369580",575,0,"unique_human"
"7273_Cell_Index369720",0,2910,"unique_mouse"
"7273_Cell_Index369914",2933,6702,"mainly_mouse"
"7273_Cell_Index370268",1113,2559,"mainly_mouse"
"7273_Cell_Index370287",1888,4476,"mainly_mouse"
"7273_Cell_Index370412",1315,3467,"mainly_mouse"
"7273_Cell_Index370502",0,4753,"unique_mouse"
"7273_Cell_Index370604",0,2559,"unique_mouse"
"7273_Cell_Index370845",3796,9928,"mainly_mouse"
"7273_Cell_Index370926",1217,3982,"mainly_mouse"
"7273_Cell_Index370946",2760,6736,"mainly_mouse"
"7273_Cell_Index370995",0,2604,"unique_mouse"
"7273_Cell_Index371068",4813,10492,"mainly_mouse"
"7273_Cell_Index371169",2729,6978,"mainly_mouse"
"7273_Cell_Index371455",732,0,"unique_human"
"7273_Cell_Index371457",1346,3067,"mainly_mouse"
"7273_Cell_Index371591",2014,4608,"mainly_mouse"
"7273_Cell_Index371660",1005,0,"unique_human"
"7273_Cell_Index371908",1119,2503,"mainly_mouse"
"7273_Cell_Index371946",2577,6417,"mainly_mouse"
"7273_Cell_Index372043",6456,2940,"mainly_human"
"7273_Cell_Index372167",2233,5677,"mainly_mouse"
"7273_Cell_Index372177",0,2721,"unique_mouse"
"7273_Cell_Index372358",4013,7299,"mainly_mouse"
"7273_Cell_Index372755",1000,0,"unique_human"
"7273_Cell_Index372881",0,2519,"unique_mouse"
"7273_Cell_Index372895",2729,6003,"mainly_mouse"
"7273_Cell_Index372902",0,3482,"unique_mouse"
"7273_Cell_Index373093",4632,1917,"mainly_human"
"7273_Cell_Index373200",4203,8490,"mainly_mouse"
"7273_Cell_Index37325",0,2330,"unique_mouse"
"7273_Cell_Index373457",998,2579,"mainly_mouse"
"7273_Cell_Index373989",0,2387,"unique_mouse"
"7273_Cell_Index373996",0,1853,"unique_mouse"
"7273_Cell_Index374002",926,2231,"mainly_mouse"
"7273_Cell_Index374083",0,2197,"unique_mouse"
"7273_Cell_Index374195",1068,0,"unique_human"
"7273_Cell_Index374224",522,0,"unique_human"
"7273_Cell_Index374507",2975,7596,"mainly_mouse"
"7273_Cell_Index374574",1247,3472,"mainly_mouse"
"7273_Cell_Index374971",1198,3961,"mainly_mouse"
"7273_Cell_Index375252",1703,4587,"mainly_mouse"
"7273_Cell_Index375379",3843,9206,"mainly_mouse"
"7273_Cell_Index375412",1603,4597,"mainly_mouse"
"7273_Cell_Index37544",895,0,"unique_human"
"7273_Cell_Index375792",1512,4043,"mainly_mouse"
"7273_Cell_Index376059",634,0,"unique_human"
"7273_Cell_Index376139",1470,0,"unique_human"
"7273_Cell_Index376189",1260,2979,"mainly_mouse"
"7273_Cell_Index37665",615,0,"unique_human"
"7273_Cell_Index376811",865,2405,"mainly_mouse"
"7273_Cell_Index376884",1411,0,"unique_human"
"7273_Cell_Index376916",644,1518,"mainly_mouse"
"7273_Cell_Index37704",2365,3404,"mainly_mouse"
"7273_Cell_Index37708",3767,10552,"mainly_mouse"
"7273_Cell_Index377081",0,2610,"unique_mouse"
"7273_Cell_Index377212",0,1774,"unique_mouse"
"7273_Cell_Index377381",3861,8892,"mainly_mouse"
"7273_Cell_Index377622",722,1912,"mainly_mouse"
"7273_Cell_Index377857",0,1998,"unique_mouse"
"7273_Cell_Index377945",1255,3349,"mainly_mouse"
"7273_Cell_Index378156",1748,3582,"mainly_mouse"
"7273_Cell_Index378630",5336,12466,"mainly_mouse"
"7273_Cell_Index378863",2697,7194,"mainly_mouse"
"7273_Cell_Index378926",849,2368,"mainly_mouse"
"7273_Cell_Index37915",1184,3439,"mainly_mouse"
"7273_Cell_Index379261",2658,7666,"mainly_mouse"
"7273_Cell_Index379884",3760,12098,"mainly_mouse"
"7273_Cell_Index379948",3138,7371,"mainly_mouse"
"7273_Cell_Index380018",1141,2828,"mainly_mouse"
"7273_Cell_Index380328",1856,0,"unique_human"
"7273_Cell_Index380546",0,4273,"unique_mouse"
"7273_Cell_Index380575",0,3061,"unique_mouse"
"7273_Cell_Index380633",0,975,"unique_mouse"
"7273_Cell_Index380755",652,1773,"mainly_mouse"
"7273_Cell_Index380773",0,4777,"unique_mouse"
"7273_Cell_Index38099",0,2077,"unique_mouse"
"7273_Cell_Index381006",1089,3026,"mainly_mouse"
"7273_Cell_Index381073",519,1397,"mainly_mouse"
"7273_Cell_Index381105",1779,5371,"mainly_mouse"
"7273_Cell_Index381149",3759,8566,"mainly_mouse"
"7273_Cell_Index381264",861,2463,"mainly_mouse"
"7273_Cell_Index381401",1939,4849,"mainly_mouse"
"7273_Cell_Index381495",1595,4022,"mainly_mouse"
"7273_Cell_Index381497",3580,10317,"mainly_mouse"
"7273_Cell_Index38158",0,14231,"unique_mouse"
"7273_Cell_Index382148",3189,8682,"mainly_mouse"
"7273_Cell_Index382206",1656,3967,"mainly_mouse"
"7273_Cell_Index382307",0,1944,"unique_mouse"
"7273_Cell_Index382440",781,2308,"mainly_mouse"
"7273_Cell_Index382533",0,2583,"unique_mouse"
"7273_Cell_Index382766",0,5614,"unique_mouse"
"7273_Cell_Index382796",1691,4241,"mainly_mouse"
"7273_Cell_Index382945",532,0,"unique_human"
"7273_Cell_Index383052",1243,3676,"mainly_mouse"
"7273_Cell_Index383289",742,1668,"mainly_mouse"
"7273_Cell_Index383492",888,0,"unique_human"
"7273_Cell_Index383519",2186,5982,"mainly_mouse"
"7273_Cell_Index383635",0,3919,"unique_mouse"
"7273_Cell_Index383734",2280,0,"unique_human"
"7273_Cell_Index383891",606,0,"unique_human"
"7273_Cell_Index383959",0,1278,"unique_mouse"
"7273_Cell_Index384087",3763,8760,"mainly_mouse"
"7273_Cell_Index384153",1143,0,"unique_human"
"7273_Cell_Index38436",5932,14311,"mainly_mouse"
"7273_Cell_Index384437",1521,4800,"mainly_mouse"
"7273_Cell_Index384515",1023,0,"unique_human"
"7273_Cell_Index384658",0,4242,"unique_mouse"
"7273_Cell_Index384759",0,9681,"unique_mouse"
"7273_Cell_Index385599",1641,4105,"mainly_mouse"
"7273_Cell_Index385732",705,2073,"mainly_mouse"
"7273_Cell_Index385929",1249,2957,"mainly_mouse"
"7273_Cell_Index386309",1360,4199,"mainly_mouse"
"7273_Cell_Index386512",970,2399,"mainly_mouse"
"7273_Cell_Index386593",895,0,"unique_human"
"7273_Cell_Index38687",802,2261,"mainly_mouse"
"7273_Cell_Index386872",517,0,"unique_human"
"7273_Cell_Index386883",691,2010,"mainly_mouse"
"7273_Cell_Index386933",0,2460,"unique_mouse"
"7273_Cell_Index387123",1224,3419,"mainly_mouse"
"7273_Cell_Index387360",0,4927,"unique_mouse"
"7273_Cell_Index387393",522,0,"unique_human"
"7273_Cell_Index387639",0,3177,"unique_mouse"
"7273_Cell_Index387743",1450,3839,"mainly_mouse"
"7273_Cell_Index387863",1083,3148,"mainly_mouse"
"7273_Cell_Index388316",644,0,"unique_human"
"7273_Cell_Index388320",0,2983,"unique_mouse"
"7273_Cell_Index388377",1107,2358,"mainly_mouse"
"7273_Cell_Index388476",836,1690,"mainly_mouse"
"7273_Cell_Index388538",0,2200,"unique_mouse"
"7273_Cell_Index388572",0,6168,"unique_mouse"
"7273_Cell_Index388673",1603,4663,"mainly_mouse"
"7273_Cell_Index388874",774,2246,"mainly_mouse"
