"Cell_Index","UMIs_human"
"1820_Cell_Index512398",695
"1820_Cell_Index512482",1164
"1820_Cell_Index512529",838
"1820_Cell_Index512585",833
"1820_Cell_Index512615",662
"1820_Cell_Index512728",7217
"1820_Cell_Index512803",843
"1820_Cell_Index512860",716
"1820_Cell_Index512863",752
"1820_Cell_Index512921",893
"1820_Cell_Index51299",940
"1820_Cell_Index51311",1012
"1820_Cell_Index513234",692
"1820_Cell_Index513283",598
"1820_Cell_Index513298",564
"1820_Cell_Index51338",731
"1820_Cell_Index513470",539
"1820_Cell_Index513510",559
"1820_Cell_Index513520",906
"1820_Cell_Index513526",1266
"1820_Cell_Index51355",1381
"1820_Cell_Index513589",757
"1820_Cell_Index513597",698
"1820_Cell_Index513919",1009
"1820_Cell_Index513948",606
"1820_Cell_Index514035",7186
"1820_Cell_Index514203",635
"1820_Cell_Index514217",656
"1820_Cell_Index514221",717
"1820_Cell_Index51426",978
"1820_Cell_Index514413",968
"1820_Cell_Index514523",969
"1820_Cell_Index51454",901
"1820_Cell_Index514611",849
"1820_Cell_Index514647",505
"1820_Cell_Index514801",517
"1820_Cell_Index51487",1315
"1820_Cell_Index514906",2089
"1820_Cell_Index514993",1729
"1820_Cell_Index515002",659
"1820_Cell_Index515159",1306
"1820_Cell_Index515190",901
"1820_Cell_Index515221",993
"1820_Cell_Index515318",5573
"1820_Cell_Index515375",1256
"1820_Cell_Index51546",839
"1820_Cell_Index515487",554
"1820_Cell_Index515759",831
"1820_Cell_Index515798",1107
"1820_Cell_Index515812",1348
"1820_Cell_Index515881",726
"1820_Cell_Index515939",560
"1820_Cell_Index515981",1232
"1820_Cell_Index515994",1021
"1820_Cell_Index516230",901
"1820_Cell_Index516253",795
"1820_Cell_Index516294",892
"1820_Cell_Index516351",696
"1820_Cell_Index51637",655
"1820_Cell_Index516510",4773
"1820_Cell_Index516522",651
"1820_Cell_Index516541",517
"1820_Cell_Index516546",547
"1820_Cell_Index516652",3825
"1820_Cell_Index516851",521
"1820_Cell_Index516869",603
"1820_Cell_Index516930",643
"1820_Cell_Index517032",934
"1820_Cell_Index517037",596
"1820_Cell_Index517181",610
"1820_Cell_Index517233",11824
"1820_Cell_Index517373",678
"1820_Cell_Index517440",652
"1820_Cell_Index517482",761
"1820_Cell_Index517528",813
"1820_Cell_Index517553",2736
"1820_Cell_Index517708",547
"1820_Cell_Index51774",737
"1820_Cell_Index51780",768
"1820_Cell_Index517837",701
"1820_Cell_Index517885",3587
"1820_Cell_Index517955",773
"1820_Cell_Index517979",1617
"1820_Cell_Index518012",784
"1820_Cell_Index518110",700
"1820_Cell_Index518299",1581
"1820_Cell_Index518305",575
"1820_Cell_Index518594",733
"1820_Cell_Index51871",5745
"1820_Cell_Index518748",986
"1820_Cell_Index518798",3137
"1820_Cell_Index518877",858
"1820_Cell_Index519250",861
"1820_Cell_Index519513",636
"1820_Cell_Index519719",834
"1820_Cell_Index519952",611
"1820_Cell_Index520025",597
"1820_Cell_Index520061",796
"1820_Cell_Index520081",3407
"1820_Cell_Index520105",6350
"1820_Cell_Index520196",893
"1820_Cell_Index520341",828
"1820_Cell_Index520383",566
"1820_Cell_Index52050",5610
"1820_Cell_Index520556",863
"1820_Cell_Index520609",682
"1820_Cell_Index520841",564
"1820_Cell_Index520856",1079
"1820_Cell_Index52086",8552
"1820_Cell_Index520871",674
"1820_Cell_Index52090",998
"1820_Cell_Index520961",641
"1820_Cell_Index521060",585
"1820_Cell_Index521134",6386
"1820_Cell_Index521262",652
"1820_Cell_Index521285",657
"1820_Cell_Index521297",936
"1820_Cell_Index521332",787
"1820_Cell_Index521355",633
"1820_Cell_Index521422",6245
"1820_Cell_Index521498",1002
"1820_Cell_Index521547",666
"1820_Cell_Index521569",1323
"1820_Cell_Index521586",1009
"1820_Cell_Index521594",1069
"1820_Cell_Index521656",7761
"1820_Cell_Index521787",687
"1820_Cell_Index522045",4256
"1820_Cell_Index522057",627
"1820_Cell_Index522063",623
"1820_Cell_Index522121",628
"1820_Cell_Index522314",553
"1820_Cell_Index522354",4417
"1820_Cell_Index52236",967
"1820_Cell_Index52244",557
"1820_Cell_Index522494",9700
"1820_Cell_Index522539",800
"1820_Cell_Index522573",921
"1820_Cell_Index522618",613
"1820_Cell_Index522842",887
"1820_Cell_Index522848",756
"1820_Cell_Index522892",791
"1820_Cell_Index523101",887
"1820_Cell_Index523125",608
"1820_Cell_Index523147",1202
"1820_Cell_Index523263",634
"1820_Cell_Index52329",1304
"1820_Cell_Index52336",586
"1820_Cell_Index523378",7131
"1820_Cell_Index523383",576
"1820_Cell_Index523588",662
"1820_Cell_Index523841",1040
"1820_Cell_Index523943",1632
"1820_Cell_Index524012",566
"1820_Cell_Index524182",5896
"1820_Cell_Index524200",717
"1820_Cell_Index524277",521
"1820_Cell_Index524307",590
"1820_Cell_Index524308",824
"1820_Cell_Index524343",765
"1820_Cell_Index52460",1350
"1820_Cell_Index524605",604
"1820_Cell_Index524694",504
"1820_Cell_Index524716",672
"1820_Cell_Index524718",7404
"1820_Cell_Index524785",626
"1820_Cell_Index524834",960
"1820_Cell_Index524839",681
"1820_Cell_Index524904",900
"1820_Cell_Index524956",907
"1820_Cell_Index525014",1095
"1820_Cell_Index525088",825
"1820_Cell_Index525144",761
"1820_Cell_Index525182",3510
"1820_Cell_Index525197",3512
"1820_Cell_Index525445",730
"1820_Cell_Index525663",1580
"1820_Cell_Index525751",1199
"1820_Cell_Index525798",6882
"1820_Cell_Index525855",1017
"1820_Cell_Index525906",657
"1820_Cell_Index525963",893
"1820_Cell_Index526007",758
"1820_Cell_Index526040",780
"1820_Cell_Index526066",703
"1820_Cell_Index526280",8577
"1820_Cell_Index526289",884
"1820_Cell_Index52634",8506
"1820_Cell_Index526396",709
"1820_Cell_Index526526",838
"1820_Cell_Index526923",560
"1820_Cell_Index526933",2223
"1820_Cell_Index527093",855
"1820_Cell_Index527099",1340
"1820_Cell_Index527156",884
"1820_Cell_Index527215",926
"1820_Cell_Index52742",962
"1820_Cell_Index527528",958
"1820_Cell_Index527574",581
"1820_Cell_Index527841",11703
"1820_Cell_Index527943",816
"1820_Cell_Index527994",540
"1820_Cell_Index528049",2077
"1820_Cell_Index528163",652
"1820_Cell_Index52823",890
"1820_Cell_Index52834",609
"1820_Cell_Index528366",983
"1820_Cell_Index528658",4979
"1820_Cell_Index528776",621
"1820_Cell_Index52882",1265
"1820_Cell_Index528849",570
"1820_Cell_Index528877",816
"1820_Cell_Index528898",1298
"1820_Cell_Index528908",582
"1820_Cell_Index528915",35338
"1820_Cell_Index52892",831
"1820_Cell_Index529055",830
"1820_Cell_Index529102",894
"1820_Cell_Index529111",20420
"1820_Cell_Index529223",814
"1820_Cell_Index52929",888
"1820_Cell_Index529358",3053
"1820_Cell_Index529367",1120
"1820_Cell_Index529434",682
"1820_Cell_Index529441",914
"1820_Cell_Index529553",793
"1820_Cell_Index529615",686
"1820_Cell_Index529679",638
"1820_Cell_Index529807",868
"1820_Cell_Index529877",711
"1820_Cell_Index529937",6814
"1820_Cell_Index53",897
"1820_Cell_Index530130",1029
"1820_Cell_Index530229",862
"1820_Cell_Index530277",1096
"1820_Cell_Index530494",748
"1820_Cell_Index530531",1289
"1820_Cell_Index530817",770
"1820_Cell_Index530822",1043
"1820_Cell_Index530915",922
"1820_Cell_Index531175",838
"1820_Cell_Index531188",1061
"1820_Cell_Index531197",13448
"1820_Cell_Index531454",700
"1820_Cell_Index531568",747
"1820_Cell_Index531600",737
"1820_Cell_Index531647",5725
"1820_Cell_Index531993",1060
"1820_Cell_Index532033",720
"1820_Cell_Index532102",691
"1820_Cell_Index532242",990
"1820_Cell_Index532593",1756
"1820_Cell_Index533004",813
"1820_Cell_Index533022",950
"1820_Cell_Index533095",885
"1820_Cell_Index533181",909
"1820_Cell_Index533189",735
"1820_Cell_Index533222",676
"1820_Cell_Index533250",4022
"1820_Cell_Index533288",864
"1820_Cell_Index533312",526
"1820_Cell_Index533315",1149
"1820_Cell_Index533331",644
"1820_Cell_Index53334",694
"1820_Cell_Index533550",834
"1820_Cell_Index533616",974
"1820_Cell_Index533766",650
"1820_Cell_Index53377",1089
"1820_Cell_Index533801",8257
"1820_Cell_Index533931",693
"1820_Cell_Index534016",5663
"1820_Cell_Index534059",768
"1820_Cell_Index534113",618
"1820_Cell_Index534159",1104
"1820_Cell_Index534161",701
"1820_Cell_Index53421",830
"1820_Cell_Index534214",706
"1820_Cell_Index534620",1008
"1820_Cell_Index53479",5186
"1820_Cell_Index534981",617
"1820_Cell_Index534994",513
"1820_Cell_Index53510",1372
"1820_Cell_Index535160",6376
"1820_Cell_Index535286",1118
"1820_Cell_Index535320",1324
"1820_Cell_Index535330",2575
"1820_Cell_Index535397",669
"1820_Cell_Index535403",3109
"1820_Cell_Index535463",604
"1820_Cell_Index535575",1076
"1820_Cell_Index535576",693
"1820_Cell_Index535614",720
"1820_Cell_Index535620",1203
"1820_Cell_Index535660",999
"1820_Cell_Index535701",794
"1820_Cell_Index535776",958
"1820_Cell_Index535816",1187
"1820_Cell_Index535825",778
"1820_Cell_Index535885",732
"1820_Cell_Index535936",533
"1820_Cell_Index536043",823
"1820_Cell_Index536074",900
"1820_Cell_Index536211",943
"1820_Cell_Index53627",615
"1820_Cell_Index536320",698
"1820_Cell_Index536368",18046
"1820_Cell_Index536466",741
"1820_Cell_Index536509",832
"1820_Cell_Index536589",8893
"1820_Cell_Index536819",795
"1820_Cell_Index536827",818
"1820_Cell_Index536830",842
"1820_Cell_Index536863",893
"1820_Cell_Index536894",926
"1820_Cell_Index537227",8488
"1820_Cell_Index537232",591
"1820_Cell_Index537302",1030
"1820_Cell_Index537320",974
"1820_Cell_Index537458",660
"1820_Cell_Index537476",784
"1820_Cell_Index53753",1937
"1820_Cell_Index537666",696
"1820_Cell_Index537692",11930
"1820_Cell_Index537847",815
"1820_Cell_Index537909",6391
"1820_Cell_Index537944",1375
"1820_Cell_Index53797",894
"1820_Cell_Index538118",1033
"1820_Cell_Index538158",531
"1820_Cell_Index53843",680
"1820_Cell_Index538572",935
"1820_Cell_Index538591",635
"1820_Cell_Index538666",1931
"1820_Cell_Index538747",560
"1820_Cell_Index538785",644
"1820_Cell_Index538819",835
"1820_Cell_Index538885",5716
"1820_Cell_Index538932",816
"1820_Cell_Index538941",782
"1820_Cell_Index538967",801
"1820_Cell_Index538983",1238
"1820_Cell_Index539087",1403
"1820_Cell_Index539117",998
"1820_Cell_Index539228",820
"1820_Cell_Index539278",1061
"1820_Cell_Index539321",802
"1820_Cell_Index539555",567
"1820_Cell_Index539616",1026
"1820_Cell_Index539630",2434
"1820_Cell_Index539726",1042
"1820_Cell_Index540179",947
"1820_Cell_Index540197",897
"1820_Cell_Index540420",767
"1820_Cell_Index540519",709
"1820_Cell_Index540558",1092
"1820_Cell_Index540633",672
"1820_Cell_Index540735",920
"1820_Cell_Index540762",617
"1820_Cell_Index540832",1012
"1820_Cell_Index540848",855
"1820_Cell_Index540865",509
"1820_Cell_Index541087",1359
"1820_Cell_Index541141",2050
"1820_Cell_Index541309",503
"1820_Cell_Index541416",9721
"1820_Cell_Index541423",1052
"1820_Cell_Index541505",2980
"1820_Cell_Index541517",681
"1820_Cell_Index54159",901
"1820_Cell_Index541691",977
"1820_Cell_Index541697",964
"1820_Cell_Index541830",4833
"1820_Cell_Index541919",714
"1820_Cell_Index541971",760
"1820_Cell_Index542022",610
"1820_Cell_Index542085",567
"1820_Cell_Index542105",4757
"1820_Cell_Index542142",737
"1820_Cell_Index542259",724
"1820_Cell_Index542267",856
"1820_Cell_Index542390",500
"1820_Cell_Index542568",1055
"1820_Cell_Index542615",1717
"1820_Cell_Index542708",597
"1820_Cell_Index542792",660
"1820_Cell_Index542803",595
"1820_Cell_Index542816",16341
"1820_Cell_Index542857",851
"1820_Cell_Index542861",559
"1820_Cell_Index542962",605
"1820_Cell_Index542991",685
"1820_Cell_Index543002",779
"1820_Cell_Index543014",764
"1820_Cell_Index543043",1554
"1820_Cell_Index5431",979
"1820_Cell_Index543519",10608
"1820_Cell_Index54359",518
"1820_Cell_Index543620",795
"1820_Cell_Index543647",979
"1820_Cell_Index543744",1027
"1820_Cell_Index543751",631
"1820_Cell_Index543874",535
"1820_Cell_Index544094",825
"1820_Cell_Index54414",754
"1820_Cell_Index544158",637
"1820_Cell_Index544166",1001
"1820_Cell_Index544257",820
"1820_Cell_Index544306",910
"1820_Cell_Index544339",11092
"1820_Cell_Index544370",943
"1820_Cell_Index544578",1079
"1820_Cell_Index544959",4904
"1820_Cell_Index544976",816
"1820_Cell_Index545193",1176
"1820_Cell_Index545425",787
"1820_Cell_Index54559",5654
"1820_Cell_Index545780",1068
"1820_Cell_Index54581",779
"1820_Cell_Index545843",9004
"1820_Cell_Index545899",785
"1820_Cell_Index545928",877
"1820_Cell_Index546077",891
"1820_Cell_Index546119",1014
"1820_Cell_Index546166",729
"1820_Cell_Index546259",1053
"1820_Cell_Index546329",791
"1820_Cell_Index546464",704
"1820_Cell_Index546493",634
"1820_Cell_Index5465",745
"1820_Cell_Index546641",908
"1820_Cell_Index546684",1172
"1820_Cell_Index546715",774
"1820_Cell_Index546856",1073
"1820_Cell_Index546885",755
"1820_Cell_Index546936",587
"1820_Cell_Index547009",2030
"1820_Cell_Index547095",785
"1820_Cell_Index547166",975
"1820_Cell_Index547303",736
"1820_Cell_Index54746",864
"1820_Cell_Index547524",921
"1820_Cell_Index547630",7631
"1820_Cell_Index547644",941
"1820_Cell_Index547649",1001
"1820_Cell_Index547661",869
"1820_Cell_Index54773",501
"1820_Cell_Index547826",676
"1820_Cell_Index547859",684
"1820_Cell_Index547973",602
"1820_Cell_Index547999",563
"1820_Cell_Index548138",539
"1820_Cell_Index548142",1036
"1820_Cell_Index548143",715
"1820_Cell_Index548171",6496
"1820_Cell_Index548204",1935
"1820_Cell_Index548370",760
"1820_Cell_Index548479",1195
"1820_Cell_Index548513",624
"1820_Cell_Index548585",2477
"1820_Cell_Index548624",582
"1820_Cell_Index548642",836
"1820_Cell_Index548647",663
"1820_Cell_Index548683",499
"1820_Cell_Index548748",906
"1820_Cell_Index54877",798
"1820_Cell_Index548770",784
"1820_Cell_Index548799",631
"1820_Cell_Index548876",1140
"1820_Cell_Index548903",1045
"1820_Cell_Index549109",798
"1820_Cell_Index54920",614
"1820_Cell_Index549207",1006
"1820_Cell_Index549257",1306
"1820_Cell_Index549281",772
"1820_Cell_Index549371",803
"1820_Cell_Index549404",987
"1820_Cell_Index549434",733
"1820_Cell_Index549481",534
"1820_Cell_Index54950",817
"1820_Cell_Index549635",655
"1820_Cell_Index549660",562
"1820_Cell_Index549790",791
"1820_Cell_Index549801",899
"1820_Cell_Index550037",766
"1820_Cell_Index550045",975
"1820_Cell_Index55005",1326
"1820_Cell_Index55007",756
"1820_Cell_Index550364",953
"1820_Cell_Index550380",1958
"1820_Cell_Index550414",1587
"1820_Cell_Index550418",687
"1820_Cell_Index550425",671
"1820_Cell_Index550570",822
"1820_Cell_Index550601",780
"1820_Cell_Index55072",960
"1820_Cell_Index550748",909
"1820_Cell_Index55076",1046
"1820_Cell_Index551004",626
"1820_Cell_Index551050",6016
"1820_Cell_Index551071",534
"1820_Cell_Index551137",1080
"1820_Cell_Index551254",779
"1820_Cell_Index551314",762
"1820_Cell_Index551347",992
"1820_Cell_Index551434",741
"1820_Cell_Index551543",618
"1820_Cell_Index551557",531
"1820_Cell_Index551613",10386
"1820_Cell_Index551818",3982
"1820_Cell_Index552038",1003
"1820_Cell_Index55212",613
"1820_Cell_Index552130",5422
"1820_Cell_Index552192",654
"1820_Cell_Index552213",517
"1820_Cell_Index552228",827
"1820_Cell_Index552412",3320
"1820_Cell_Index552421",1303
"1820_Cell_Index552502",979
"1820_Cell_Index552514",782
"1820_Cell_Index552525",856
"1820_Cell_Index55255",744
"1820_Cell_Index552561",1386
"1820_Cell_Index552654",948
"1820_Cell_Index552710",941
"1820_Cell_Index552740",829
"1820_Cell_Index552898",543
"1820_Cell_Index552943",1102
"1820_Cell_Index553069",956
"1820_Cell_Index553079",878
"1820_Cell_Index553086",634
"1820_Cell_Index553126",1043
"1820_Cell_Index553149",1041
"1820_Cell_Index553237",791
"1820_Cell_Index553253",2600
"1820_Cell_Index553510",5576
"1820_Cell_Index553658",2080
"1820_Cell_Index553660",590
"1820_Cell_Index553758",545
"1820_Cell_Index553968",1117
"1820_Cell_Index55398",1269
"1820_Cell_Index554065",573
"1820_Cell_Index554077",541
"1820_Cell_Index554116",1203
"1820_Cell_Index554199",737
"1820_Cell_Index554270",1135
"1820_Cell_Index55431",1427
"1820_Cell_Index554340",947
"1820_Cell_Index554409",647
"1820_Cell_Index554554",761
"1820_Cell_Index55458",846
"1820_Cell_Index554634",607
"1820_Cell_Index554838",1344
"1820_Cell_Index55486",813
"1820_Cell_Index554896",684
"1820_Cell_Index554966",572
"1820_Cell_Index555181",548
"1820_Cell_Index555248",782
"1820_Cell_Index555266",1027
"1820_Cell_Index555270",699
"1820_Cell_Index555387",571
"1820_Cell_Index555474",535
"1820_Cell_Index555520",11188
"1820_Cell_Index555556",564
"1820_Cell_Index555658",804
"1820_Cell_Index555701",1009
"1820_Cell_Index555803",636
"1820_Cell_Index555835",1403
"1820_Cell_Index555918",815
"1820_Cell_Index556106",919
"1820_Cell_Index556292",15879
"1820_Cell_Index556301",829
"1820_Cell_Index556382",924
"1820_Cell_Index556654",978
"1820_Cell_Index556658",522
"1820_Cell_Index556675",1116
"1820_Cell_Index556755",778
"1820_Cell_Index557094",6184
"1820_Cell_Index557265",944
"1820_Cell_Index557341",1177
"1820_Cell_Index557421",6177
"1820_Cell_Index557455",523
"1820_Cell_Index557480",906
"1820_Cell_Index557662",4981
"1820_Cell_Index5577",821
"1820_Cell_Index557747",888
"1820_Cell_Index557833",662
"1820_Cell_Index557906",637
"1820_Cell_Index55799",720
"1820_Cell_Index558150",587
"1820_Cell_Index558165",1513
"1820_Cell_Index558184",1207
"1820_Cell_Index558232",605
"1820_Cell_Index558371",786
"1820_Cell_Index558376",515
"1820_Cell_Index558468",743
"1820_Cell_Index558547",995
"1820_Cell_Index558554",930
"1820_Cell_Index558594",6575
"1820_Cell_Index558675",698
"1820_Cell_Index558768",556
"1820_Cell_Index558821",676
"1820_Cell_Index558846",691
"1820_Cell_Index558899",540
"1820_Cell_Index558986",4624
"1820_Cell_Index559055",1579
"1820_Cell_Index559106",6954
"1820_Cell_Index559116",604
"1820_Cell_Index559119",1058
"1820_Cell_Index559213",876
"1820_Cell_Index559272",538
"1820_Cell_Index559318",849
"1820_Cell_Index559343",595
"1820_Cell_Index559368",906
"1820_Cell_Index559396",715
"1820_Cell_Index559422",10544
"1820_Cell_Index559506",13324
"1820_Cell_Index559587",1771
"1820_Cell_Index55971",614
"1820_Cell_Index559739",964
"1820_Cell_Index559768",582
"1820_Cell_Index559798",674
"1820_Cell_Index559820",5055
"1820_Cell_Index559825",1733
"1820_Cell_Index55984",906
"1820_Cell_Index55988",739
"1820_Cell_Index559904",1084
"1820_Cell_Index559938",1494
"1820_Cell_Index559996",920
"1820_Cell_Index560038",8451
"1820_Cell_Index560099",795
"1820_Cell_Index560103",923
"1820_Cell_Index560157",609
"1820_Cell_Index560182",574
"1820_Cell_Index560285",853
"1820_Cell_Index560357",913
"1820_Cell_Index560413",720
"1820_Cell_Index560425",562
"1820_Cell_Index560648",875
"1820_Cell_Index560790",794
"1820_Cell_Index560855",689
"1820_Cell_Index56102",820
"1820_Cell_Index561068",698
"1820_Cell_Index561114",978
"1820_Cell_Index561140",685
"1820_Cell_Index561171",798
"1820_Cell_Index561201",1033
"1820_Cell_Index561476",846
"1820_Cell_Index561524",876
"1820_Cell_Index56154",922
"1820_Cell_Index561650",740
"1820_Cell_Index56184",827
"1820_Cell_Index561851",824
"1820_Cell_Index561886",1042
"1820_Cell_Index561983",1664
"1820_Cell_Index562094",716
"1820_Cell_Index562162",1145
"1820_Cell_Index562352",1187
"1820_Cell_Index562371",608
"1820_Cell_Index562438",682
"1820_Cell_Index562538",648
"1820_Cell_Index56262",1004
"1820_Cell_Index562641",723
"1820_Cell_Index562760",935
"1820_Cell_Index562861",649
"1820_Cell_Index562887",727
"1820_Cell_Index562994",1624
"1820_Cell_Index563331",720
"1820_Cell_Index563399",709
"1820_Cell_Index563408",4626
"1820_Cell_Index563460",1039
"1820_Cell_Index563551",512
"1820_Cell_Index563712",631
"1820_Cell_Index563731",715
"1820_Cell_Index563863",5631
"1820_Cell_Index564011",1539
"1820_Cell_Index564201",731
"1820_Cell_Index564262",512
"1820_Cell_Index564264",887
"1820_Cell_Index564372",748
"1820_Cell_Index564394",4961
"1820_Cell_Index564432",652
"1820_Cell_Index564534",1282
