"Cell_Index","UMIs_mouse"
"1822_Cell_Index279863",14770
"1822_Cell_Index27999",884
"1822_Cell_Index280013",611
"1822_Cell_Index280028",2050
"1822_Cell_Index280083",28216
"1822_Cell_Index280123",1689
"1822_Cell_Index280238",1629
"1822_Cell_Index280254",941
"1822_Cell_Index280336",679
"1822_Cell_Index280373",2067
"1822_Cell_Index280374",2208
"1822_Cell_Index280383",5883
"1822_Cell_Index280408",1744
"1822_Cell_Index280409",2054
"1822_Cell_Index280631",1510
"1822_Cell_Index280666",1122
"1822_Cell_Index280709",1332
"1822_Cell_Index280784",17852
"1822_Cell_Index280809",1671
"1822_Cell_Index280813",1957
"1822_Cell_Index280924",861
"1822_Cell_Index280956",9626
"1822_Cell_Index281008",1932
"1822_Cell_Index281041",1353
"1822_Cell_Index281137",8313
"1822_Cell_Index281157",693
"1822_Cell_Index281222",678
"1822_Cell_Index281248",1683
"1822_Cell_Index281303",1009
"1822_Cell_Index281383",1878
"1822_Cell_Index281397",8188
"1822_Cell_Index281536",943
"1822_Cell_Index281585",1758
"1822_Cell_Index281592",3372
"1822_Cell_Index281623",1377
"1822_Cell_Index281624",2276
"1822_Cell_Index281682",1473
"1822_Cell_Index281770",10341
"1822_Cell_Index281800",3710
"1822_Cell_Index281831",999
"1822_Cell_Index281911",2077
"1822_Cell_Index281930",1271
"1822_Cell_Index281962",2497
"1822_Cell_Index281977",1619
"1822_Cell_Index282138",1813
"1822_Cell_Index282223",592
"1822_Cell_Index282325",1082
"1822_Cell_Index282411",730
"1822_Cell_Index28243",589
"1822_Cell_Index282535",880
"1822_Cell_Index282542",1470
"1822_Cell_Index282559",1759
"1822_Cell_Index28257",2759
"1822_Cell_Index282608",12036
"1822_Cell_Index282638",6810
"1822_Cell_Index282679",1152
"1822_Cell_Index282777",837
"1822_Cell_Index282810",1618
"1822_Cell_Index282925",22630
"1822_Cell_Index282993",777
"1822_Cell_Index283111",988
"1822_Cell_Index283192",10956
"1822_Cell_Index283269",18581
"1822_Cell_Index283327",1288
"1822_Cell_Index283389",1528
"1822_Cell_Index283497",2272
"1822_Cell_Index283635",2556
"1822_Cell_Index283642",819
"1822_Cell_Index283655",16949
"1822_Cell_Index283680",1082
"1822_Cell_Index28369",715
"1822_Cell_Index283781",11849
"1822_Cell_Index28381",553
"1822_Cell_Index283841",9415
"1822_Cell_Index283843",12869
"1822_Cell_Index283876",14652
"1822_Cell_Index283947",633
"1822_Cell_Index284025",2790
"1822_Cell_Index284090",11448
"1822_Cell_Index284204",1219
"1822_Cell_Index28427",1408
"1822_Cell_Index284295",1740
"1822_Cell_Index284303",1012
"1822_Cell_Index284334",717
"1822_Cell_Index284361",2188
"1822_Cell_Index284370",29886
"1822_Cell_Index284389",1470
"1822_Cell_Index284448",1515
"1822_Cell_Index284468",917
"1822_Cell_Index284470",1492
"1822_Cell_Index284493",1270
"1822_Cell_Index284513",10114
"1822_Cell_Index284521",2592
"1822_Cell_Index284603",13789
"1822_Cell_Index28466",1429
"1822_Cell_Index284726",1847
"1822_Cell_Index28476",2445
"1822_Cell_Index284873",2212
"1822_Cell_Index284958",12702
"1822_Cell_Index285056",1044
"1822_Cell_Index285177",1195
"1822_Cell_Index285221",1180
"1822_Cell_Index285225",1805
"1822_Cell_Index285282",603
"1822_Cell_Index285297",11736
"1822_Cell_Index285304",931
"1822_Cell_Index285352",1733
"1822_Cell_Index285358",2342
"1822_Cell_Index285518",11147
"1822_Cell_Index285654",1908
"1822_Cell_Index285663",1471
"1822_Cell_Index285773",639
"1822_Cell_Index285879",11912
"1822_Cell_Index285945",1151
"1822_Cell_Index286087",2041
"1822_Cell_Index286123",1339
"1822_Cell_Index286198",1719
"1822_Cell_Index286201",6755
"1822_Cell_Index286221",8418
"1822_Cell_Index286272",934
"1822_Cell_Index286282",2749
"1822_Cell_Index286333",1158
"1822_Cell_Index286584",1329
"1822_Cell_Index286602",1793
"1822_Cell_Index286610",18019
"1822_Cell_Index286772",2010
"1822_Cell_Index286776",23131
"1822_Cell_Index286871",1454
"1822_Cell_Index286895",558
"1822_Cell_Index286987",9907
"1822_Cell_Index287255",1626
"1822_Cell_Index287257",16869
"1822_Cell_Index28728",13354
"1822_Cell_Index287373",8060
"1822_Cell_Index287469",930
"1822_Cell_Index287531",651
"1822_Cell_Index287555",3658
"1822_Cell_Index287597",20202
"1822_Cell_Index287598",8937
"1822_Cell_Index287758",1226
"1822_Cell_Index287833",1788
"1822_Cell_Index287838",1398
"1822_Cell_Index287848",1613
"1822_Cell_Index287920",1128
"1822_Cell_Index287990",2107
"1822_Cell_Index288084",2125
"1822_Cell_Index288093",18959
"1822_Cell_Index288310",10136
"1822_Cell_Index288355",12650
"1822_Cell_Index288564",1492
"1822_Cell_Index288651",14764
"1822_Cell_Index288701",14150
"1822_Cell_Index288702",828
"1822_Cell_Index288759",1860
"1822_Cell_Index288871",8663
"1822_Cell_Index28891",1345
"1822_Cell_Index289218",663
"1822_Cell_Index289328",34833
"1822_Cell_Index289349",1432
"1822_Cell_Index289604",1310
"1822_Cell_Index289649",1920
"1822_Cell_Index289650",1312
"1822_Cell_Index289732",9713
"1822_Cell_Index289865",13833
"1822_Cell_Index289895",1511
"1822_Cell_Index289909",1568
"1822_Cell_Index289918",1359
"1822_Cell_Index289942",1967
"1822_Cell_Index289950",1706
"1822_Cell_Index289981",15433
"1822_Cell_Index290181",1652
"1822_Cell_Index290235",1030
"1822_Cell_Index290499",667
"1822_Cell_Index290522",1770
"1822_Cell_Index290586",504
"1822_Cell_Index290654",2447
"1822_Cell_Index290733",1183
"1822_Cell_Index290734",2242
"1822_Cell_Index29075",2014
"1822_Cell_Index290889",9719
"1822_Cell_Index290977",1039
"1822_Cell_Index291014",1052
"1822_Cell_Index291052",745
"1822_Cell_Index291134",1123
"1822_Cell_Index291200",892
"1822_Cell_Index291248",1896
"1822_Cell_Index291347",1721
"1822_Cell_Index29143",24691
"1822_Cell_Index291460",858
"1822_Cell_Index291534",1177
"1822_Cell_Index291556",1918
"1822_Cell_Index291557",2000
"1822_Cell_Index291571",15546
"1822_Cell_Index291595",1159
"1822_Cell_Index291613",16271
"1822_Cell_Index291623",1744
"1822_Cell_Index291735",2281
"1822_Cell_Index291937",7807
"1822_Cell_Index292000",1612
"1822_Cell_Index292004",3184
"1822_Cell_Index292007",1837
"1822_Cell_Index292020",1338
"1822_Cell_Index292055",1414
"1822_Cell_Index292114",1616
"1822_Cell_Index29226",1830
"1822_Cell_Index292283",1677
"1822_Cell_Index292350",947
"1822_Cell_Index29250",1297
"1822_Cell_Index292507",2420
"1822_Cell_Index29255",1736
"1822_Cell_Index292616",1951
"1822_Cell_Index29270",2293
"1822_Cell_Index292989",9123
"1822_Cell_Index292993",1471
"1822_Cell_Index293037",1915
"1822_Cell_Index293070",2559
"1822_Cell_Index293143",790
"1822_Cell_Index293226",6037
"1822_Cell_Index293228",6524
"1822_Cell_Index293236",1196
"1822_Cell_Index293331",13396
"1822_Cell_Index293448",11188
"1822_Cell_Index293449",1653
"1822_Cell_Index293494",1430
"1822_Cell_Index293502",2084
"1822_Cell_Index293548",6959
"1822_Cell_Index293568",7793
"1822_Cell_Index293626",1206
"1822_Cell_Index293697",971
"1822_Cell_Index293758",1589
"1822_Cell_Index293796",20991
"1822_Cell_Index293862",905
"1822_Cell_Index29402",2247
"1822_Cell_Index294047",1588
"1822_Cell_Index294160",9490
"1822_Cell_Index29424",14844
"1822_Cell_Index294291",11434
"1822_Cell_Index294330",10465
"1822_Cell_Index294411",1574
"1822_Cell_Index294439",4333
"1822_Cell_Index294579",1368
"1822_Cell_Index2946",1595
"1822_Cell_Index294674",1665
"1822_Cell_Index294723",10945
"1822_Cell_Index294738",1361
"1822_Cell_Index294854",1462
"1822_Cell_Index294861",597
"1822_Cell_Index294886",1579
"1822_Cell_Index295037",1435
"1822_Cell_Index295077",1316
"1822_Cell_Index295127",1531
"1822_Cell_Index295186",1507
"1822_Cell_Index29520",1789
"1822_Cell_Index295261",1035
"1822_Cell_Index295328",1551
"1822_Cell_Index295566",3758
"1822_Cell_Index295656",559
"1822_Cell_Index295667",7496
"1822_Cell_Index295684",5885
"1822_Cell_Index295735",525
"1822_Cell_Index295777",785
"1822_Cell_Index295826",2035
"1822_Cell_Index295916",1887
"1822_Cell_Index29604",5764
"1822_Cell_Index296138",1978
"1822_Cell_Index29616",533
"1822_Cell_Index296164",2782
"1822_Cell_Index296165",11864
"1822_Cell_Index296200",1300
"1822_Cell_Index296404",14363
"1822_Cell_Index296415",1671
"1822_Cell_Index296504",1952
"1822_Cell_Index29658",10788
"1822_Cell_Index296604",2219
"1822_Cell_Index29663",2362
"1822_Cell_Index296696",1828
"1822_Cell_Index296792",1491
"1822_Cell_Index296815",7163
"1822_Cell_Index296818",1858
"1822_Cell_Index296843",1917
"1822_Cell_Index296853",1584
"1822_Cell_Index296872",1573
"1822_Cell_Index296947",1151
"1822_Cell_Index296981",1602
"1822_Cell_Index297333",2242
"1822_Cell_Index297352",1851
"1822_Cell_Index297463",5866
"1822_Cell_Index297485",824
"1822_Cell_Index297494",912
"1822_Cell_Index297519",1312
"1822_Cell_Index297750",16068
"1822_Cell_Index297774",2224
"1822_Cell_Index297811",4385
"1822_Cell_Index297852",3866
"1822_Cell_Index297984",1163
"1822_Cell_Index298052",1345
"1822_Cell_Index298072",1174
"1822_Cell_Index298116",13408
"1822_Cell_Index298119",1906
"1822_Cell_Index298124",2781
"1822_Cell_Index298339",8128
"1822_Cell_Index298370",1414
"1822_Cell_Index298422",1352
"1822_Cell_Index298431",8925
"1822_Cell_Index298438",12685
"1822_Cell_Index298439",2002
"1822_Cell_Index298452",1177
"1822_Cell_Index298518",1218
"1822_Cell_Index298534",1972
"1822_Cell_Index298549",1620
"1822_Cell_Index298644",11970
"1822_Cell_Index298705",960
"1822_Cell_Index298788",2054
"1822_Cell_Index298799",1956
"1822_Cell_Index298840",670
"1822_Cell_Index298876",1165
"1822_Cell_Index298905",2614
"1822_Cell_Index29891",6969
"1822_Cell_Index298957",8232
"1822_Cell_Index299026",1705
"1822_Cell_Index299033",1359
"1822_Cell_Index299145",14152
"1822_Cell_Index299217",1769
"1822_Cell_Index299248",2208
"1822_Cell_Index299344",936
"1822_Cell_Index299670",1601
"1822_Cell_Index299685",4271
"1822_Cell_Index299698",17778
"1822_Cell_Index299775",744
"1822_Cell_Index300114",16068
"1822_Cell_Index300174",11894
"1822_Cell_Index300232",1975
"1822_Cell_Index300248",879
"1822_Cell_Index300313",6299
"1822_Cell_Index300393",1467
"1822_Cell_Index300430",2411
"1822_Cell_Index30048",4223
"1822_Cell_Index300567",690
"1822_Cell_Index300588",601
"1822_Cell_Index300710",1514
"1822_Cell_Index300847",1767
"1822_Cell_Index300881",2156
"1822_Cell_Index300954",6815
"1822_Cell_Index301068",2295
"1822_Cell_Index301085",2249
"1822_Cell_Index301144",14230
"1822_Cell_Index301148",1327
"1822_Cell_Index301304",995
"1822_Cell_Index30132",1526
"1822_Cell_Index301451",1499
"1822_Cell_Index301475",1818
"1822_Cell_Index301558",1539
"1822_Cell_Index301563",1675
"1822_Cell_Index301625",13677
"1822_Cell_Index301858",12050
"1822_Cell_Index301935",667
"1822_Cell_Index301944",1380
"1822_Cell_Index301954",1754
"1822_Cell_Index301964",1579
"1822_Cell_Index302120",1657
"1822_Cell_Index30219",1104
"1822_Cell_Index302240",739
"1822_Cell_Index302284",1005
"1822_Cell_Index302362",1796
"1822_Cell_Index302405",1546
"1822_Cell_Index302457",9730
"1822_Cell_Index302466",1584
"1822_Cell_Index302486",6731
"1822_Cell_Index302547",5822
"1822_Cell_Index302565",3801
"1822_Cell_Index302689",7169
"1822_Cell_Index302741",1791
"1822_Cell_Index302747",2318
"1822_Cell_Index302795",11663
"1822_Cell_Index302832",2585
"1822_Cell_Index302891",829
"1822_Cell_Index302950",7398
"1822_Cell_Index302972",6622
"1822_Cell_Index30305",2426
"1822_Cell_Index303106",1739
"1822_Cell_Index303142",1317
"1822_Cell_Index303178",1239
"1822_Cell_Index303292",10422
"1822_Cell_Index303329",7784
"1822_Cell_Index303337",801
"1822_Cell_Index303480",6125
"1822_Cell_Index303499",545
"1822_Cell_Index303608",1516
"1822_Cell_Index303711",12984
"1822_Cell_Index303715",2211
"1822_Cell_Index303746",5887
"1822_Cell_Index303814",1917
"1822_Cell_Index303985",1699
"1822_Cell_Index304002",716
"1822_Cell_Index304166",1893
"1822_Cell_Index304172",2053
"1822_Cell_Index304208",1272
"1822_Cell_Index304214",1307
"1822_Cell_Index3043",1218
"1822_Cell_Index304317",4371
"1822_Cell_Index304335",1119
"1822_Cell_Index304478",917
"1822_Cell_Index304481",1222
"1822_Cell_Index304540",1443
"1822_Cell_Index304578",1088
"1822_Cell_Index304672",17647
"1822_Cell_Index304722",11817
"1822_Cell_Index30484",2341
"1822_Cell_Index304876",7345
"1822_Cell_Index304896",821
"1822_Cell_Index304915",649
"1822_Cell_Index304947",900
"1822_Cell_Index304953",12475
"1822_Cell_Index305052",1456
"1822_Cell_Index305147",3750
"1822_Cell_Index305210",1875
"1822_Cell_Index305238",1384
"1822_Cell_Index305497",11201
"1822_Cell_Index30563",12689
"1822_Cell_Index305684",987
"1822_Cell_Index305765",1694
"1822_Cell_Index305856",1699
"1822_Cell_Index305869",11702
"1822_Cell_Index30598",31675
"1822_Cell_Index305986",1545
"1822_Cell_Index306092",2152
"1822_Cell_Index306129",23637
"1822_Cell_Index306134",1442
"1822_Cell_Index306171",2188
"1822_Cell_Index306239",1675
"1822_Cell_Index306493",1616
"1822_Cell_Index306592",634
"1822_Cell_Index306669",8943
"1822_Cell_Index306776",5326
"1822_Cell_Index30683",2300
"1822_Cell_Index307130",1176
"1822_Cell_Index307137",970
"1822_Cell_Index307139",1658
"1822_Cell_Index307319",1641
"1822_Cell_Index307343",1644
"1822_Cell_Index307385",11934
"1822_Cell_Index307443",2555
"1822_Cell_Index307464",2633
"1822_Cell_Index307467",5664
"1822_Cell_Index307490",1123
"1822_Cell_Index307749",2599
"1822_Cell_Index3078",2209
"1822_Cell_Index307991",1034
"1822_Cell_Index308052",2225
"1822_Cell_Index308080",13633
"1822_Cell_Index30811",1601
"1822_Cell_Index308472",1197
"1822_Cell_Index308648",9486
"1822_Cell_Index308676",13194
"1822_Cell_Index308722",8993
"1822_Cell_Index309018",2968
"1822_Cell_Index309111",1230
"1822_Cell_Index309112",1183
"1822_Cell_Index309327",758
"1822_Cell_Index309488",5846
"1822_Cell_Index309523",18817
"1822_Cell_Index309526",10977
"1822_Cell_Index309545",10098
"1822_Cell_Index309571",11464
"1822_Cell_Index309593",936
"1822_Cell_Index309598",1240
"1822_Cell_Index309743",2159
"1822_Cell_Index309746",4034
"1822_Cell_Index309755",3607
"1822_Cell_Index3099",7516
"1822_Cell_Index309906",16806
"1822_Cell_Index309943",1936
"1822_Cell_Index31001",1456
"1822_Cell_Index310048",674
"1822_Cell_Index310099",722
"1822_Cell_Index310115",2085
"1822_Cell_Index310145",1289
"1822_Cell_Index310149",1889
"1822_Cell_Index310179",1099
"1822_Cell_Index310184",1039
"1822_Cell_Index310194",1587
"1822_Cell_Index310356",3781
"1822_Cell_Index310386",703
"1822_Cell_Index310638",694
"1822_Cell_Index310661",1337
"1822_Cell_Index310689",7601
"1822_Cell_Index3107",2048
"1822_Cell_Index31079",2233
"1822_Cell_Index310802",1362
"1822_Cell_Index310847",23816
"1822_Cell_Index310911",1740
"1822_Cell_Index310966",1639
"1822_Cell_Index311066",12744
"1822_Cell_Index311068",4007
"1822_Cell_Index311132",4106
"1822_Cell_Index311282",921
"1822_Cell_Index311328",7730
"1822_Cell_Index311397",851
"1822_Cell_Index311425",2371
"1822_Cell_Index311432",1580
"1822_Cell_Index311452",1640
"1822_Cell_Index311521",2379
"1822_Cell_Index311552",1340
"1822_Cell_Index311822",10164
"1822_Cell_Index31189",2356
"1822_Cell_Index311906",2834
"1822_Cell_Index311934",1752
"1822_Cell_Index311971",2216
"1822_Cell_Index311992",1193
"1822_Cell_Index312019",672
"1822_Cell_Index312047",1033
"1822_Cell_Index312067",11912
"1822_Cell_Index31211",2670
"1822_Cell_Index312168",1749
"1822_Cell_Index312190",3232
"1822_Cell_Index312191",14395
"1822_Cell_Index312367",1426
"1822_Cell_Index31240",984
"1822_Cell_Index312405",3807
"1822_Cell_Index312428",945
"1822_Cell_Index312446",794
"1822_Cell_Index312605",756
"1822_Cell_Index312674",1318
"1822_Cell_Index312709",10564
"1822_Cell_Index31271",1382
"1822_Cell_Index312773",1806
"1822_Cell_Index312788",25620
"1822_Cell_Index312904",2022
"1822_Cell_Index312939",1506
"1822_Cell_Index31300",524
"1822_Cell_Index313042",12223
"1822_Cell_Index313053",8189
"1822_Cell_Index31307",2945
"1822_Cell_Index313133",1575
"1822_Cell_Index313136",1823
"1822_Cell_Index313182",501
"1822_Cell_Index313206",1380
"1822_Cell_Index313233",1030
"1822_Cell_Index313264",26551
"1822_Cell_Index313268",2410
"1822_Cell_Index313375",817
"1822_Cell_Index3134",1376
"1822_Cell_Index313587",1067
"1822_Cell_Index31367",9686
"1822_Cell_Index313819",1655
"1822_Cell_Index313872",13471
"1822_Cell_Index313917",2511
"1822_Cell_Index31398",1918
"1822_Cell_Index314150",735
"1822_Cell_Index314391",1410
"1822_Cell_Index314517",1459
"1822_Cell_Index314779",1479
"1822_Cell_Index31481",2168
"1822_Cell_Index314856",2353
"1822_Cell_Index314865",1504
"1822_Cell_Index314873",984
"1822_Cell_Index314898",1706
"1822_Cell_Index314920",7662
"1822_Cell_Index314934",20178
"1822_Cell_Index315031",1517
"1822_Cell_Index315037",11792
"1822_Cell_Index315038",636
"1822_Cell_Index315239",2785
"1822_Cell_Index315304",13971
"1822_Cell_Index315364",8071
"1822_Cell_Index315476",2364
"1822_Cell_Index31550",2060
"1822_Cell_Index315512",2297
"1822_Cell_Index315552",2032
"1822_Cell_Index315627",1074
"1822_Cell_Index31571",1340
"1822_Cell_Index315717",6923
"1822_Cell_Index31579",688
"1822_Cell_Index315837",1933
"1822_Cell_Index315873",17614
"1822_Cell_Index315888",1315
"1822_Cell_Index315961",8740
"1822_Cell_Index315991",1856
"1822_Cell_Index316015",8314
"1822_Cell_Index316045",1503
"1822_Cell_Index316076",1766
"1822_Cell_Index316308",17749
"1822_Cell_Index316413",1197
"1822_Cell_Index316432",1575
"1822_Cell_Index316546",1359
"1822_Cell_Index316556",10983
"1822_Cell_Index316621",1562
"1822_Cell_Index316713",6583
"1822_Cell_Index316738",2741
"1822_Cell_Index316786",1859
"1822_Cell_Index316793",1136
"1822_Cell_Index316839",3446
"1822_Cell_Index317026",1769
"1822_Cell_Index317047",2105
"1822_Cell_Index317071",1106
"1822_Cell_Index317218",1926
"1822_Cell_Index317290",9065
"1822_Cell_Index317320",570
"1822_Cell_Index31733",1655
"1822_Cell_Index317441",1109
"1822_Cell_Index31745",13203
"1822_Cell_Index317598",657
"1822_Cell_Index317671",28761
"1822_Cell_Index317749",2408
"1822_Cell_Index317878",4348
"1822_Cell_Index317920",897
"1822_Cell_Index317976",1877
"1822_Cell_Index317998",1176
"1822_Cell_Index318055",3376
"1822_Cell_Index318078",1224
"1822_Cell_Index318207",19605
"1822_Cell_Index318284",1761
"1822_Cell_Index318315",3340
"1822_Cell_Index318344",940
"1822_Cell_Index318385",20990
"1822_Cell_Index318515",565
"1822_Cell_Index318561",7000
"1822_Cell_Index31857",1307
"1822_Cell_Index318623",1955
"1822_Cell_Index318747",958
"1822_Cell_Index318778",1537
"1822_Cell_Index318826",906
"1822_Cell_Index318842",1682
"1822_Cell_Index318891",954
"1822_Cell_Index318928",49947
"1822_Cell_Index319052",1707
"1822_Cell_Index319063",1105
"1822_Cell_Index319067",1694
"1822_Cell_Index319073",951
"1822_Cell_Index319082",1147
"1822_Cell_Index319172",21288
"1822_Cell_Index319201",1192
"1822_Cell_Index319202",2583
"1822_Cell_Index319389",901
"1822_Cell_Index319404",1018
"1822_Cell_Index319473",1230
"1822_Cell_Index319557",2083
"1822_Cell_Index319571",3601
"1822_Cell_Index319826",1121
"1822_Cell_Index320033",1096
"1822_Cell_Index320054",7868
"1822_Cell_Index32007",1289
"1822_Cell_Index320080",2000
"1822_Cell_Index320116",1369
"1822_Cell_Index32015",2280
"1822_Cell_Index320325",13459
"1822_Cell_Index320360",1135
"1822_Cell_Index320417",1119
"1822_Cell_Index320478",11915
"1822_Cell_Index32056",1256
"1822_Cell_Index320615",5446
"1822_Cell_Index320619",2105
"1822_Cell_Index320722",2131
"1822_Cell_Index320763",28746
"1822_Cell_Index320773",1789
"1822_Cell_Index320778",13215
"1822_Cell_Index320795",1552
"1822_Cell_Index321132",13284
"1822_Cell_Index321153",1880
"1822_Cell_Index321220",1176
"1822_Cell_Index321322",502
"1822_Cell_Index321330",2358
"1822_Cell_Index321375",1928
"1822_Cell_Index321405",1783
"1822_Cell_Index321426",1364
"1822_Cell_Index321442",3299
"1822_Cell_Index321499",3522
"1822_Cell_Index321571",1723
"1822_Cell_Index321583",5164
"1822_Cell_Index321611",1844
"1822_Cell_Index321639",3432
"1822_Cell_Index321752",1618
"1822_Cell_Index321869",1342
"1822_Cell_Index321879",5690
"1822_Cell_Index321883",1383
"1822_Cell_Index321915",778
"1822_Cell_Index32192",1012
